time,AUDCAD,AUDUSD,EURGBP,GBPUSD,USDCAD,USDCHF,USDCNH,USDJPY
2016-09-29,0.0,-0.0,0.0,-0.0,0.0,-0.0,,0.0
2016-09-30,-0.001485964646997906,0.0,0.0,0.0,-0.0,0.0,,0.0
2016-10-03,-0.0,0.0,0.0,-0.0,-0.0,0.0,,0.0
2016-10-04,-0.0,-0.0,0.0,-0.0,-0.0,0.0,,0.0
2016-10-05,-0.0,-0.0,0.0,-0.0,0.0,0.0,,0.0
2016-10-06,-0.0,-0.0,0.0,-0.0,0.0,0.0,,0.0
2016-10-07,0.0,-0.0,0.0,-0.0,0.0,0.0,,0.0
2016-10-10,-0.0,-0.0,-0.03210485134204588,-0.03769690915677726,0.0,0.0,,0.0
2016-10-11,-0.0,-0.0,0.0,-0.0,0.0,0.0,,0.0
2016-10-12,-0.0,-0.0,0.0,-0.0,0.0,0.0,,0.0
2016-10-13,-0.0,-0.0,0.0,-0.0,-0.0,0.0,,-0.0
2016-10-14,-0.0,0.0,-0.0,-0.0,-0.0,0.0,,0.0
2016-10-17,-0.0,0.0,0.0,-0.0,-0.0,0.0,,0.0
2016-10-18,0.0,0.0,-0.0,0.0,-0.0,-0.001025731187086043,,0.0
2016-10-19,0.0,0.0,-0.0,0.0,-0.0,-0.0,,-0.0
2016-10-20,0.0,0.0,-0.0,0.0,0.0,0.0,,0.0
2016-10-21,0.0,-0.0,-0.0,0.0,0.0,0.0,,-0.0
2016-10-24,0.0,-0.0,-0.0,0.0,0.0,0.0,,0.0
2016-10-25,0.0,-0.0,0.0,-0.0,0.0,0.0,,0.0
2016-10-26,0.0,-0.0,-0.0,-0.0,0.0,0.0,,0.0
2016-10-27,0.0,-0.0,0.0,-0.0,0.0,0.0,,0.0
2016-10-28,0.0,-0.0,0.0,-0.0,-0.00484100124375364,-0.0,,0.0
2016-10-31,0.0,-0.0,0.0,0.0,0.0,-0.0,,0.0
2016-11-01,-0.004192448580976116,0.0,0.0,0.0,-0.002586850422583442,-0.0,,-0.0
2016-11-02,0.0,0.0,0.0,0.0,0.0,-0.0,,-0.0
2016-11-03,0.0,0.0,-0.0,0.0,0.0,-0.0,,-0.0
2016-11-04,0.0,0.0,-0.0,0.0,0.0,-0.0,,-0.0
2016-11-07,0.0,0.0,-0.0,0.0,-0.0,-0.0,,-0.0
2016-11-08,-0.006051190547854635,0.0,-0.0,0.0,-0.0,0.0,,0.0
2016-11-09,-0.0,-0.0,-0.0,0.0,0.0,0.0,,0.0
2016-11-10,-0.0,-0.0,-0.0,0.0,0.0,0.0,,0.0
2016-11-11,-0.0,-0.0,-0.0,0.0,0.0,0.0,,0.0
2016-11-14,0.008415038183451018,0.02270084369033476,-0.0,0.0,0.0,0.0,,0.0
2016-11-15,-0.0,-0.0,-0.0,0.0,0.0,0.0,,0.0
2016-11-16,-0.0,-0.0,-0.0,0.0,0.0,0.0,,0.0
2016-11-17,-0.0,-0.0,-0.014228133912201124,-0.0,0.0,0.0,,-0.030708451463964392
2016-11-18,-0.0,-0.0,-0.0,-0.0,0.0033733214845501625,0.0,,0.0
2016-11-21,-0.0,-0.0,-0.0,0.0,-0.0,0.0,,0.0
2016-11-22,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,,0.0
2016-11-23,-0.0,-0.012832049521450783,-0.0,-0.0,0.0,0.0,,0.0
2016-11-24,-0.0,0.0,-0.0,0.0,-0.0,-0.009065444218525287,,0.0
2016-11-25,0.015365901404669202,0.0,-0.0,0.0,0.0,0.0,,0.0
2016-11-28,0.0,0.0,0.005510182979103662,-0.0,-0.0,0.0,,0.0
2016-11-29,0.0,0.0,-0.0,0.0,-0.0,0.0,,0.0
2016-11-30,-0.0,0.0,-0.0,0.0,-0.0,-0.0010035167397561828,,0.0
2016-12-01,-0.0,0.0,-0.0,0.0,-0.0,-0.0,,0.0
2016-12-02,-0.0,0.0,-0.0,0.0,-0.0,-0.0,,0.0
2016-12-05,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,,0.0
2016-12-06,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,,0.0
2016-12-07,-0.0,0.0,0.0,0.0,-0.0,-0.0,,-0.0
2016-12-08,-0.0,0.0,-0.0,-0.0,-0.0,0.0,,-0.0
2016-12-09,-0.0,-0.0,0.0,0.01221307611220146,-0.0,0.0,,0.0
2016-12-12,-0.0,0.0,-0.0,-0.0,-0.010695386235644366,0.0,,0.0
2016-12-13,-0.0,0.0,-0.0,-0.0,-0.0,0.0,,0.0
2016-12-14,-0.0,-0.0,-0.0,-0.0,0.003691743764358324,0.0,,0.0
2016-12-15,-0.0,-0.0,-0.0,-0.0,0.0,0.0,,0.0
2016-12-16,-0.0,-0.0,-0.0,-0.0,0.0,0.0,,0.0
2016-12-19,-0.0,-0.0,0.0,-0.0,0.0,0.0,,0.0
2016-12-20,-0.0,-0.0,0.0,-0.0,0.0,0.0,,0.0
2016-12-21,-0.0,-0.0,0.0,-0.0,0.0,0.0,,0.0
2016-12-22,-0.0,-0.0,0.0,-0.0,0.0,-0.0,,-0.0
2016-12-23,-0.0,-0.0,0.0,-0.0,0.0,-0.0,,-0.0
2016-12-26,-0.0,-0.007636197541050271,0.0,-0.0,0.0,-0.0,,-0.0
2016-12-27,0.0,-0.0,0.0,-0.0,0.0,-0.0,,-0.0
2016-12-28,0.0,-0.008291367729122312,0.0,-0.0,0.0,0.0,,-0.0
2016-12-29,0.0,0.0,0.0,-0.0,0.0,-0.0,,-0.0
2016-12-30,-0.0,0.0,0.0,0.0,-0.0,-0.0,,-0.0
2017-01-02,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,,0.0
2017-01-03,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,,0.0
2017-01-04,-0.0,0.0,-0.0,0.0,-0.0,-0.0,,-0.0
2017-01-05,-0.0,0.0,-0.0,0.0,-0.0,-0.0,,-0.0
2017-01-06,-0.0,0.0,0.0,-0.0,-0.0,-0.0,,0.0
2017-01-09,0.0,0.0,0.0,-0.0,-0.0,-0.0,,-0.0
2017-01-10,0.0,0.0,0.0,-0.0,-0.0,-0.0,,-0.0
2017-01-11,0.0,0.0,0.0,-0.0,-0.0,-0.0,,-0.0
2017-01-12,0.0,0.0,0.0,-0.0,-0.0,0.0,,-0.0
2017-01-13,0.0,0.0,0.0,-0.0,-0.0,-0.0,,-0.0
2017-01-16,0.0,0.0,-0.011663911751721323,-0.0,-0.0,-0.0,,-0.0
2017-01-17,0.0,0.0,-0.0,0.0,-0.0,-0.0,,-0.0
2017-01-18,0.0,0.0,0.0,0.0,0.0,-0.0,,-0.0
2017-01-19,0.0,0.0,-0.0,0.0,0.0,-0.0,,0.0
2017-01-20,0.0,0.0,-0.0,0.0,0.0,-0.0,,0.0
2017-01-23,0.0,0.0,0.023568321363259148,0.0,0.0,-0.0,,-0.0
2017-01-24,0.0,0.0,-0.0,0.0,0.0,-0.0003758866354953705,,0.010760139202227958
2017-01-25,0.00646508234790566,0.0,-0.0,0.0,-0.0,-0.0,,-0.0
2017-01-26,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,,-0.0
2017-01-27,-0.0,0.0,-0.0,0.0,-0.0,-0.0011783739175710295,,0.0
2017-01-30,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,0.009589136816092969
2017-01-31,-0.0,0.0,0.0,0.0,-0.0,-0.0,,-0.0
2017-02-01,0.0,0.0,0.0,-0.0020628720410148516,-0.0,-0.0,,-0.0
2017-02-02,0.0,0.0,0.0,-0.0,-0.0,-0.0,,-0.0
2017-02-03,0.0,0.0,0.0,-0.0,-0.0,-0.0,,-0.0
2017-02-06,0.0,0.0,0.0,-0.0,-0.0,-0.0,,-0.0
2017-02-07,0.0,0.0,-0.0,-0.0,0.0,0.008592287663212295,,-0.0
2017-02-08,0.0,0.0,0.0,-0.0,0.0,0.0,,-0.0
2017-02-09,0.0,-0.0,-0.0,-0.0,0.0,0.0,,0.0
2017-02-10,0.0,0.0,-0.0,0.0,0.0,0.0,,0.0
2017-02-13,-0.0,-0.0,-0.0,0.0,-0.0,0.0,,0.0
2017-02-14,-0.0,0.0,-0.0,-0.0,-0.0,0.0,,0.0
2017-02-15,0.0,0.0,-0.0,-0.0,-0.0,0.0,,0.0
2017-02-16,0.0,0.0,0.0,-0.0,-0.0,-0.0,,-0.0
2017-02-17,-0.0,-0.0,0.0,-0.0,0.0,0.0,,-0.0
2017-02-20,0.0,0.0,0.0,-0.0,0.0,-0.0,,-0.0
2017-02-21,0.0,0.0,-0.0,0.0,0.0,0.0,,-0.0
2017-02-22,0.0,-0.0,-0.0,-0.0,0.0,0.0,,-0.0
2017-02-23,0.0,0.0,-0.0,0.0,0.0,0.0,,-0.0
2017-02-24,0.0,0.0,-0.0,0.0,0.0,0.0,,-0.0
2017-02-27,0.0,-0.0,-0.0,-0.0,0.0,0.0,,-0.0
2017-02-28,0.0,-0.0,0.0,-0.0,0.0,-0.0,,-0.0
2017-03-01,0.0,-0.0,0.0,-0.0,0.0,-0.0,,0.0
2017-03-02,0.0,-0.0,0.0,-0.0,0.0,0.0,,0.0
2017-03-03,0.0,-0.0,0.0,-0.0,0.0,0.0,,0.0
2017-03-06,0.0,-0.0,0.0,-0.0,0.0,0.0,,0.0
2017-03-07,0.0005959463297626755,-0.0,0.0,-0.0,-0.008450224501034387,0.0,,0.0
2017-03-08,-0.0,-0.0,0.0,-0.010439464731926251,0.0,0.0,,0.0
2017-03-09,0.0,-0.0,0.0,-0.0,0.0,-0.0,,0.0
2017-03-10,0.0,-0.0,0.0,-0.0,0.0,0.0,,0.0
2017-03-13,0.0,-0.0,-0.008329201194203883,-0.0,0.0,-0.0,,0.0
2017-03-14,0.0,-0.0,0.0,-0.0,0.0,-0.0,,0.0
2017-03-15,0.0,0.0,0.0,0.0,-0.0,-0.0,,-0.0
2017-03-16,0.0,0.023324420220587228,-0.00268709590308458,0.0,-0.0,-0.0,,-0.0
2017-03-17,0.0,0.0,-0.0,0.0,-0.0,-0.0,,-0.0
2017-03-20,0.0,0.0,-0.0,0.0,-0.0,-0.0,,-0.0
2017-03-21,0.0,0.0,-0.0,0.0,-0.0,-0.0,,-0.0
2017-03-22,-0.0,-0.0,-0.0,0.0,0.0,-0.0,,-0.0
2017-03-23,-0.0,-0.0,-0.0,0.0,0.0,-0.0,,-0.0
2017-03-24,0.007870328421026418,-0.0,-0.0,0.0,0.0,-0.0,,-0.0
2017-03-27,-0.0,-0.0,-0.0,0.0,0.0,-0.0,,-0.0
2017-03-28,-0.0,-0.0,0.0,-0.0,0.0,-0.0,,-0.0
2017-03-29,-0.0,-0.0,0.0,-0.0,-0.0,0.0047509795615213735,,-0.002023016188823279
2017-03-30,0.0,0.0,-0.0,-0.0,-0.0,0.0,,0.0
2017-03-31,-0.0,0.0,-0.0,0.0,-0.0,0.0,,0.0
2017-04-03,-0.0,-0.0,-0.0,-0.0,0.0,0.016282178870420716,,0.002156451679864113
2017-04-04,-0.0,-0.0,-0.0,-0.0,0.0,0.0,,-0.0
2017-04-05,-0.0,-0.0,-0.0,0.0,0.0,0.0,,-0.0
2017-04-06,-0.0,-0.0,-0.0,0.0,0.0,0.0,,-0.0
2017-04-07,-0.0,-0.0,0.0,-0.0,0.0,0.0,,-0.0
2017-04-10,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,,0.0
2017-04-11,-0.0,-0.0,-0.0,0.0,-0.0,0.0,,-0.0
2017-04-12,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,,-0.0
2017-04-13,-0.0,0.0,-0.0,0.0,-0.0,0.0,,-0.0
2017-04-14,0.0055242167631904815,0.012104684892461304,-0.0,0.0,-0.0,-0.0,,-0.0
2017-04-17,0.0,0.0,-0.0,0.0,-0.0,-0.0,,-0.0
2017-04-18,0.0,0.0,-0.0,0.0,0.0,-0.0,,-0.0
2017-04-19,0.0,-0.0,-0.0,0.0,0.01742217955698111,-0.0,,-0.0
2017-04-20,0.0,-0.0,-0.0,0.0,0.0,-0.0,,0.0
2017-04-21,0.0,-0.0,-0.0,0.0,0.0,-0.0,,0.0
2017-04-24,0.0,-0.0,0.0,0.0,0.0,-0.0,,0.0
2017-04-25,0.0,-0.0,0.018255205296358712,-6.957244624550274e-05,0.0,-0.0,,0.0
2017-04-26,0.0,-0.0,0.0,0.0,0.0,-0.0,,0.0
2017-04-27,0.0,-0.0,0.0,0.0,0.0,-0.0,,0.0
2017-04-28,0.0,-0.0,0.0,0.0,0.0,-0.0,,0.0
2017-05-01,0.0,-0.0,-0.0,0.0,-0.013308122325659033,0.0,,0.0
2017-05-02,0.0,0.0,-0.0,-0.007673920505182785,0.0,-0.0,,0.0
2017-05-03,0.0,-0.0,-0.0,0.0,0.0,0.0,,0.0
2017-05-04,0.0,-0.0,0.0,-0.0013795992782845712,0.0,-0.0,,0.0
2017-05-05,-0.0,-0.0,0.0,0.0,0.0,-0.0,,0.0
2017-05-08,-0.0,-0.0,-0.0,0.0,0.0,0.0,,0.0
2017-05-09,0.024686876723369222,-0.0,-0.0,-0.0,0.0,0.0,,0.0
2017-05-10,-0.0,-0.007803267640356104,-0.0,0.0,-0.0,0.0,,0.0
2017-05-11,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,,0.0
2017-05-12,0.0,-0.0,-0.0,-0.0,0.0,0.0,,0.0
2017-05-15,-0.0,0.003506133555684965,0.0,-0.0,-0.0,-0.0,,0.0
2017-05-16,0.0,0.0,0.0,-0.0,-0.0,-0.0,,0.007502510313760924
2017-05-17,0.0,0.0,0.0,0.0,-0.0,-0.0,,-0.0
2017-05-18,-0.0,0.0,0.0,0.0,-0.0,-0.0,,-0.0
2017-05-19,-0.0,0.0,0.0,0.0,-0.0,-0.0,,-0.0
2017-05-22,-0.0,0.0,0.0,0.0,-0.0,-0.0,,-0.0
2017-05-23,-0.0,0.0,-0.0057011087727206755,0.0,-0.0,-0.0,,-0.0
2017-05-24,-0.0,0.0,0.0,0.0,-0.0,-0.006141533039859648,,0.0
2017-05-25,-0.0,0.0,0.0,0.0,-0.0,-0.0,,0.0
2017-05-26,-0.0,-0.0,0.0,-0.0,-0.0,0.0,,0.0
2017-05-29,-0.0,-0.0,-0.005871703408878215,-0.0,-0.0,0.0,,-0.0
2017-05-30,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,,-0.0
2017-05-31,-0.0,-0.0,-0.008577891347329003,-0.0,0.0,-0.0,,-0.0
2017-06-01,-0.0,-0.0,0.0,-0.0,0.0,-0.0,,-0.0
2017-06-02,0.0,0.0,-0.003068965086616582,0.0,0.0,-0.0,,-0.0
2017-06-05,0.0,0.0,0.0,0.0,0.0,-0.0,,-0.0
2017-06-06,0.0,0.0,0.0,0.0,-0.0,-0.0,,-0.0
2017-06-07,0.0,0.0,-0.0,0.0,0.0,-0.0,,-0.0
2017-06-08,0.0,0.0,-0.0,0.0,-0.0,-0.0,,-0.0
2017-06-09,0.0,0.0,0.0,-0.0,-0.0,0.0,,-0.0
2017-06-12,-0.0,0.0,0.0,-0.0,-0.0,0.0,,-0.0
2017-06-13,-0.0,0.0,0.0,-0.0,-0.0,0.0,,0.00594148039617759
2017-06-14,-0.0,-0.005129042728000299,0.0,-0.0,-0.0,0.0,,-0.0
2017-06-15,-0.0,0.0,0.0,-0.0,-0.0,0.0,,0.0
2017-06-16,-0.0,0.0,-0.0,0.0050447612526759444,-0.0,0.0,,0.0
2017-06-19,-0.0,0.0,-0.0,0.0,-0.007955523589548985,0.0,,0.0
2017-06-20,0.0,0.0,0.0,-0.0,0.0,0.0,,0.0
2017-06-21,0.0,0.00474622899246524,0.0,-0.0,0.0,0.0,,0.0
2017-06-22,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,,0.0
2017-06-23,-0.0,0.007036021834746942,0.0,-0.0,0.004324201299013342,-0.0,,0.0
2017-06-26,0.0,-0.0,0.0,-0.0,0.0,-0.0,,0.0
2017-06-27,-0.0,0.0,0.0,0.014652283750454798,-0.0,-0.0,,0.0
2017-06-28,-0.0,0.0,-0.0,0.0,-0.0,-0.0,,0.0
2017-06-29,0.0,0.0,0.0,0.0,-0.0,-0.0,,0.0
2017-06-30,-0.0,0.0,-0.0,0.0,-0.0,-0.0,,0.0
2017-07-03,-0.0,0.0,-0.0,0.0,-0.0,-0.0,,0.0
2017-07-04,-0.0,0.0,-0.0,0.0,-0.0,0.00540950977641097,,0.0
2017-07-05,-0.0,-0.0,-0.0,0.0,-0.006545528177256399,0.0,,0.0
2017-07-06,-0.0,0.012923115349310565,0.0,-0.0,-0.0,0.0,,0.0
2017-07-07,-0.0,-0.0,0.0,-0.0,-0.0,0.0,,0.0
2017-07-10,-0.0,-0.0,0.0,-0.0,-0.0,0.0,,-0.005189933624878629
2017-07-11,0.0035167060479470713,0.0,0.0,-0.0,-0.0011570525262005749,-0.0,,0.0
2017-07-12,-0.0,0.0,0.0,-0.0,-0.0,0.0,,-0.0
2017-07-13,-0.0,0.0,0.0,-0.0,-0.0,0.0,,0.0
2017-07-14,0.0,0.0,-0.0,0.0,-0.0,-0.0,,0.011710572860612611
2017-07-17,0.0,0.0,-0.0,0.0,-0.0,-0.0,,-0.0
2017-07-18,0.0,0.0,0.0071582663988309925,0.0,-0.0,-0.0,,-0.0
2017-07-19,0.0,0.0,-0.0,0.0,-0.011869770457224482,-0.0,,-0.0
2017-07-20,0.0,-0.029062717225140977,0.0,0.0,-0.0,-0.0,,-0.0
2017-07-21,0.0,0.0,0.0,0.00786569279137228,-0.008586302355673259,-0.0,,-0.0
2017-07-24,0.0,0.0,0.0,-0.0,-0.0,-0.0,,-0.0
2017-07-25,-0.0,0.0,0.0,-0.0,-0.0,-0.0026856574647117215,,-0.0
2017-07-26,-0.0,0.0,0.0,0.0,-0.0,-0.0,,-0.0
2017-07-27,-0.0,0.0,0.003073430230628782,0.0,-0.0,0.015033012693768666,,-0.0
2017-07-28,0.0,0.0,-0.0,0.0,-0.0,0.0,,-0.0
2017-07-31,0.0,0.0,0.0,0.0,-0.0,0.0,,-0.0
2017-08-01,0.0,0.0,-0.0,0.0,0.0,0.0,,-0.0
2017-08-02,0.0,0.0042498305463957164,0.0,0.0,0.0,0.0,,-0.0
2017-08-03,0.0,-0.0,0.0,0.0,0.0,0.0,,-0.0
2017-08-04,0.0,-0.0,0.0,-0.0,0.0,0.0,,0.0
2017-08-07,0.0,-0.0,0.0,-0.0,0.0,0.0,,0.0
2017-08-08,0.0,-0.0,0.0,-0.0,0.0,0.0,,-0.0
2017-08-09,0.0,-0.0,0.0,-0.0,0.0,-0.0,,-0.0
2017-08-10,0.0,-0.0,-0.0042763140373633934,-0.0,0.0,-0.0,,-0.0
2017-08-11,0.0,-0.0,0.0,-0.0,0.0,-0.0,,-0.0
2017-08-14,-0.0,-0.0,0.0,-0.0,0.0,-0.0,,-0.0
2017-08-15,-0.0,-0.0,0.0,-0.0,0.0,-0.0,,0.0
2017-08-16,-0.0,0.0,0.0,-0.0,-0.0,0.0,,0.0
2017-08-17,-0.0,0.0,0.0,-0.0,-0.0,0.0,,0.0
2017-08-18,-0.0,0.0,0.0,-0.0,-0.0,0.0,,-0.0
2017-08-21,-0.0,0.0,0.0,-0.0,-0.0,-0.0,,-0.0
2017-08-22,-0.0,0.0,0.0,-0.0,-0.0,-0.0,,-0.0
2017-08-23,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,,-0.0
2017-08-24,-0.0,0.0,0.0,-0.0,-0.0,0.0,,-0.0
2017-08-25,-0.0,0.0,0.0,0.0,-0.0,-0.0,,0.0
2017-08-28,-0.0,0.0,0.0,0.0,-0.0,-0.0,,0.0
2017-08-29,0.0,0.0,0.0,0.0,-0.0,-0.0,,0.0
2017-08-30,0.0,-0.0,-0.0,0.0,0.0,-0.0,,0.0
2017-08-31,0.0,0.0,-0.0,0.0,-0.0,-0.0,,0.0
2017-09-01,-0.0,0.0,-0.0,0.0,-0.0,0.0,,0.0
2017-09-04,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,,0.0
2017-09-05,-0.0,0.0,-0.0,0.0,-0.0,-0.0,,-0.0
2017-09-06,-0.0,0.0,-0.0,0.0,-0.0,-0.0,,-0.0
2017-09-07,-0.0,0.0,-0.0,0.0,-0.0,-0.0,,-0.0
2017-09-08,-0.008517312683074874,0.0,-0.0,0.0,-0.0,-0.0,,-0.0
2017-09-11,-0.0,0.0,-0.0,0.0,-0.0,-0.0,,-0.0
2017-09-12,-0.0,0.0,-0.0,0.0,-0.0,0.0,,0.0
2017-09-13,-0.005977032060488163,-0.0,-0.0,0.0,-0.003871029009578031,0.0,,0.0
2017-09-14,-0.0,0.005431939117118478,-0.0,0.0,0.0,0.012309722503027754,,0.015759133272807424
2017-09-15,-0.0,-0.0,-0.0,0.0,0.0,0.0,,0.0
2017-09-18,0.0,-0.0,-0.0,0.0,0.0,0.0,,0.0
2017-09-19,0.0,-0.0,-0.0,-0.015398352666962656,0.0,0.0,,0.0
2017-09-20,0.018247233047077094,0.0,-0.0,0.0,0.0,0.0,,0.0
2017-09-21,0.0,-0.0,-0.011654647562016396,-0.013510753029480238,0.0,0.0,,0.0
2017-09-22,0.0,-0.0,0.0,-0.0,0.0,0.0,,0.0
2017-09-25,0.0,-0.0,-0.0,-0.0,0.0,0.0,,-0.0014987916875299767
2017-09-26,-0.0,-0.0,-0.0,-0.0,0.0,0.0,,0.0
2017-09-27,-0.0,-0.0,-0.00450381182776427,-0.0,0.0,0.0,,0.0
2017-09-28,-0.0,-0.0,-0.0,0.01009861848619864,0.0,-0.0,,-0.0
2017-09-29,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,,0.0
2017-10-02,-0.0,-0.0,0.0,-0.0,0.0,0.0,,0.0
2017-10-03,0.0,-0.0,0.0,-0.0,0.0,0.0,,0.0
2017-10-04,0.0,0.002049360259669175,0.0,-0.0,-0.0,0.0,,0.0006418948293953619
2017-10-05,0.0,-0.0,0.0,-0.0,0.0,0.0,,0.0
2017-10-06,-0.0,-0.008820044772750002,0.0,-0.0,0.0,0.0,,0.0
2017-10-09,-0.0,-0.0,0.0,-0.0,0.0,0.0,,-0.0
2017-10-10,-0.0,-0.0,0.0,-0.0,0.0,0.0,,-0.0
2017-10-11,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,,-0.0
2017-10-12,-0.0,0.003150144436018909,-0.0,0.0,-0.0,-0.0,,-0.0
2017-10-13,0.0,0.0,-0.0,0.0,-0.0,-0.0,,-0.0
2017-10-16,0.0,0.0,-0.0,0.0,-0.0,-0.0,,-0.0
2017-10-17,0.0,0.0,-0.0,-0.0,0.0,0.0,,-0.0
2017-10-18,0.0,0.0,-0.0,-0.0,0.0,0.0,,0.0
2017-10-19,0.0,0.0,0.0,-0.0,0.0,0.0,,0.0
2017-10-20,0.0,-0.0,0.0,-0.0,0.0,0.0,,0.0
2017-10-23,0.0,-0.0,0.0,-0.0,0.0,0.0,,0.0
